"glottocode","series_markedness_fullness"
"aari1239",2.61707037180651
"abar1238",0.284884339000485
"abau1245",5.34641242376847
"abid1235",0.7574421185723
"abkh1244",4.7896921505759
"abua1244",-0.143669915650112
"abur1243",1.85498878072049
"acat1239",1.47950058886477
"acha1249",3.600083262595
"acha1250",3.72059688602637
"ache1245",1.98845314400335
"ache1246",1.17945984589347
"achi1257",2.67645009084554
"achu1247",0.928382777570788
"achu1248",2.81345455336006
"acol1236",3.02308552010374
"adam1253",-0.0592380264508423
"adan1247",0.20586991815324
"adan1251",1.9785915929184
"adio1239",1.18893575676808
"adny1235",2.52311836602274
"adyg1241",4.58943573578779
"adze1240",2.63738965834551
"afad1236",2.47353301791088
"afar1241",1.04138387129449
"afit1238",3.92973064371449
"aghe1239",-0.201047634308553
"agua1253",2.86811773858319
"ahan1243",0.903497359693196
"ahan1244",-0.412335170741728
"aheu1239",1.57218473197468
"ahte1237",0.901372814864983
"ainu1240",2.24154038857107
"ajab1235",0.35969646074351
"ajas1235",3.88295890068828
"ajyi1238",4.573453403987
"akan1250",0.800168523577557
"akas1242",-1.39631453298899
"akaw1239",2.23817820654615
"akha1245",5.70197578126004
"akla1241",2.70751975026211
"akoo1248",0.0286071801686593
"akpe1248",-0.232569414151101
"akun1241",0.432946580099671
"alab1237",1.813095773298
"alab1254",1.8460660598218
"alam1246",6.00473826257299
"alaw1244",3.61051771190606
"aleu1260",3.00871798075461
"alla1248",0.485415497003454
"alut1245",5.94172922544411
"alya1239",3.56410441778482
"amah1246",2.71462351790696
"aman1265",6.69707072392368
"amar1271",4.03590516464793
"amar1274",2.17267812886366
"amas1236",4.10876013848218
"ambe1247",0.339851149504609
"ambu1247",0.36120061494502
"amdo1237",3.24327108134682
"amel1241",5.12771562005499
"amha1245",3.72856413109732
"amii1238",3.97515074797712
"amoo1242",-1.31442236587654
"amun1246",1.42408294389693
"ande1247",3.06265717038565
"andi1255",1.44969757004448
"anei1239",2.37633017127777
"anfi1235",3.29626366090192
"anga1288",4.64321042240288
"anga1290",1.82576552046264
"anii1245",1.0099783513599
"anin1240",3.94213505524776
"anta1253",2.2791653168183
"anua1242",3.28241747824673
"anuf1239",1.29396079155668
"anyi1244",0.870866506531289
"anyi1245",0.898862706450951
"aona1235",3.8434169215411
"apal1257",2.16990102834752
"apat1240",4.29507516182989
"apin1244",2.81905785964887
"apro1235",0.291513850086135
"apur1254",4.54044921396008
"arab1268",0.704194507288656
"arag1245",1.22699115710671
"aran1237",5.94035067841905
"arao1248",1.74082878889183
"araw1273",1.09225286233958
"araw1276",3.64863003325528
"arbe1236",3.45509887913088
"arbo1245",1.05277642433939
"arch1244",2.08919733286994
"argo1244",3.21750023559628
"arhu1242",1.96158740740874
"arik1265",1.24238688701367
"arin1244",1.69716606277755
"asha1243",4.50541332207386
"ashe1272",4.54294507461008
"assa1263",3.0579746929573
"astu1245",0.795214778450811
"atay1247",4.1533924855435
"atti1239",0.749225845271663
"auuu1241",2.09503710493071
"avac1239",0.574387369388795
"avar1256",1.82200826745492
"avat1244",0.231811769748709
"avik1243",0.71944529429944
"avok1242",2.20118827620651
"awac1239",1.02382008308384
"awad1243",3.86297982944557
"awar1248",4.52387791584637
"awet1244",1.96070990137054
"awin1248",0.444939243534244
"awiy1238",4.97981739788412
"awng1244",1.71838203698534
"awtu1239",5.36708537316706
"axiy1235",4.34047526347373
"ayac1239",2.57169812027117
"ayer1245",0.024362343128416
"ayor1240",3.03996714276451
"baan1242",-0.786500783586797
"baat1238",-2.06105249912366
"baba1264",0.323374486594349
"baba1266",0.185080888648215
"bada1257",0.942710378182064
"bade1248",2.17882073064633
"bady1239",-0.0339543011130347
"bafa1247",-0.284176961862284
"bafa1249",0.790414666548045
"bafi1243",0.829100454443142
"bafu1246",0.231852407419603
"baga1272",1.1209657861911
"baga1273",0.635363723806049
"bagi1246",1.17406417523787
"baim1244",3.48873975440383
"baka1272",-0.458961902461804
"baka1273",0.00903732914155225
"baka1274",1.79409659893842
"baka1277",2.69293282268414
"bakh1245",3.89961122536445
"bako1249",0.306125602957159
"bako1250",0.187416229407993
"bala1302",-0.344694521380614
"bali1278",3.83858040109827
"balt1258",4.04404622426198
"bamb1262",2.92933176093284
"bamb1265",0.422037269972412
"bamb1269",2.73794417037974
"bame1260",0.793252763189095
"bamu1253",0.828574029650655
"bamu1256",-0.104576248567057
"bana1305",2.00106469195846
"band1345",0.322206518107584
"band1352",3.97582709952818
"bang1356",0.609914357365626
"bani1255",3.077550621797
"bank1256",-0.0597516473436954
"baou1238",0.888941006009689
"bara1380",1.32587276027816
"bard1255",3.63527285797769
"bare1276",3.80302136362062
"bare1279",2.17858040276072
"bari1286",3.47324225369438
"bari1297",1.93387128210582
"baru1269",4.36029833376281
"basa1284",-0.0337193562807962
"bash1264",2.21988813300865
"bass1260",0.230617900219551
"bata1285",0.191727672641912
"bata1289",2.50512208147394
"bata1293",2.61373458479259
"bats1242",1.38842987661787
"baur1253",4.31272334944693
"bayu1240",2.14954648619522
"beem1239",-0.175200560978199
"befa1241",0.122408454893873
"begb1241",-0.985610805351606
"beja1238",2.15397994982049
"bekw1241",-0.0796121159802907
"bela1255",0.401323833479251
"bela1256",2.8021331251004
"bela1260",2.88823354449516
"belh1239",3.58839322839226
"bell1243",3.4035128269741
"bemb1257",0.534141105023623
"bena1262",0.757869988284476
"benc1235",2.89937423160732
"beng1280",3.05947905450096
"beng1286",3.01504046808785
"bero1242",-0.435969723908911
"besi1244",1.66860766722423
"bett1235",0.82648382270258
"bhel1238",-0.00857869810643729
"bhil1251",2.99672174942135
"bhoj1244",3.45289893348
"biak1248",2.31379939511507
"bial1238",-0.789484685072986
"bidy1243",3.03125227707621
"bidy1244",0.897886926759202
"bila1255",0.0717797179090972
"bili1260",1.75928250489856
"bimo1239",-1.3098727183502
"bina1277",4.63187870918311
"bini1246",-0.653313493257182
"binu1245",4.16835123040313
"biss1248",3.01470415642013
"blan1242",1.36716884458726
"bodo1267",2.09933663789998
"bodo1269",5.19598546553669
"boik1241",0.717434667673353
"boko1266",2.33766111795124
"bomi1238",0.510865133952676
"bona1250",2.26003100688543
"bond1245",1.95858493580131
"bong1285",1.40855273406556
"bora1263",1.56900006446648
"bora1271",1.13126376495119
"bord1248",0.56982054827684
"boro1277",3.20569096780373
"boro1282",2.00183425231038
"boun1243",-1.02931961337164
"bouy1240",4.05507440107621
"brah1256",-0.0276141187451215
"bret1244",2.83076136396178
"brib1243",1.38012980405575
"brok1247",2.66758947101851
"buam1238",-1.36314238637009
"budu1250",0.978729677075465
"bugi1244",3.44082115071943
"bujh1238",3.38723428967373
"buku1249",0.0770609529485182
"bulg1262",2.35823896047668
"buli1254",-0.999519923469546
"bulu1251",0.0537903664992896
"bumb1241",1.12979308655239
"bumm1238",0.464702133246006
"buna1275",1.00726741299552
"bund1253",2.91521855950246
"buol1237",1.86621366514023
"bura1267",3.48532345178438
"burj1242",1.96821420162912
"buru1301",2.75258647676172
"busa1253",2.45171835109156
"buwa1243",2.34029462511136
"cabi1241",3.4323984459
"cacu1241",0.99646543489185
"cadd1256",2.0787820959271
"caja1238",2.61824926804908
"came1252",-0.96284956054785
"camp1261",0.701763410580346
"cane1242",2.88460014902434
"capa1241",2.49240686088148
"caqu1242",4.43417182256252
"cara1272",1.08295783235569
"cari1279",1.49620090295117
"carn1240",0.677675597583854
"cash1251",1.91569644594612
"cash1254",2.59198405932457
"cavi1250",2.10042617411085
"ceba1235",1.75585395453551
"cebu1242",2.59475074619878
"cent1972",3.54896548646493
"cent1973",1.16760099552628
"cent1989",1.97611461313424
"cent1990",0.456932047103173
"cent2004",3.71156265596258
"cent2018",-0.399715231610841
"cent2050",1.44269877736938
"cent2087",2.32330830832414
"cent2092",2.62381319835095
"cent2128",2.64078048364842
"cent2142",1.83472276728641
"cent2144",0.567953306119091
"cent2150",2.34186939638913
"cent2194",2.42700303871438
"cerm1238",-1.48532597012336
"chac1249",0.30271061838069
"chac1250",2.48555261547421
"chac1251",2.4792881991825
"chal1275",3.4737337724663
"cham1312",2.91873169669107
"cham1315",4.18037509423278
"cham1318",3.81828626918169
"chan1310",3.9781607079769
"chau1259",3.20262345834967
"chay1248",2.06073514605303
"chec1245",1.48507773566856
"chee1238",-0.830744610301238
"chen1255",-0.618780907358778
"chep1245",3.21846180211053
"cher1271",1.01149129235694
"cher1273",1.56297964118935
"chic1270",2.08376231177936
"chim1300",3.16058098072233
"chim1302",2.68261713332373
"chim1309",1.37645184413745
"chip1261",0.465956600266849
"chip1262",2.91955270567296
"chiq1248",-0.650274424622952
"chiq1250",2.10318298274399
"chir1286",1.31194882856508
"choc1276",2.17767791126889
"chok1243",4.40642755666534
"chol1282",3.36548626498594
"chon1284",1.23384851326232
"chon1287",-0.083688014285258
"chra1242",2.13150343159121
"chua1250",4.92500914310726
"chuk1273",5.7289525902174
"chum1261",0.856841172080942
"chuv1255",1.93135659298824
"coca1259",0.877600738841261
"coeu1236",2.15317648858039
"cogu1240",1.56232903203897
"colo1256",0.113325026827703
"coma1245",2.82565783377648
"como1259",4.06340753322103
"copa1236",3.21718305351392
"coro1247",2.83039307321416
"cros1244",-0.722922573768379
"crow1244",2.38927346697457
"cube1242",0.92402188451578
"cuib1242",2.02604847743276
"culi1244",1.23383949101047
"curr1243",3.21011632422691
"cusc1236",2.82825695662447
"cuvo1236",2.48809438227868
"czec1258",2.7782691214403
"dadi1250",2.42797414968891
"dagb1246",-1.36428003633706
"dagi1241",3.02697474685174
"daha1245",1.81081469608062
"dakp1242",2.79236517422803
"dalo1238",0.311845943208138
"dang1274",2.68756611930993
"dani1285",3.38938873786886
"dann1241",2.88125005182667
"darf1239",-0.0789335374444677
"dark1243",2.49225436958601
"darl1243",2.37230784799516
"darm1243",3.45126584603522
"daur1238",1.79759770700532
"dawr1236",3.06251430498025
"daww1239",1.92626164400277
"daza1242",1.41137330111314
"defa1248",5.94484330706042
"dege1246",-0.0945316439615291
"degg1238",-1.43495378682532
"deni1241",1.12954470182803
"deny1238",-0.654857361923718
"dera1245",1.57346865796027
"dera1248",1.89381615291246
"desa1247",1.38699727750443
"dghw1239",2.13586681847579
"dhal1245",2.30304727614712
"dhan1270",2.22542668927194
"dhar1247",2.94204735530079
"dhim1246",3.13956877387595
"dhiv1236",2.8925712931459
"dhuw1249",2.60814361830529
"dibo1245",1.05416431199577
"didi1258",1.37364174112447
"dido1241",2.06659147124435
"dier1241",3.20453651193137
"digo1243",0.50600458885611
"dime1235",4.45452320122994
"diml1238",2.48325518059565
"diri1252",0.998161468215763
"dita1238",-1.57282482729516
"dizi1235",3.36516989489344
"djam1255",5.35696567951541
"djam1256",2.42327263210572
"djau1244",3.72912333694926
"djee1236",3.78490591443213
"djeo1235",1.28295452221014
"djin1251",5.8062220602486
"djin1252",2.98959482684629
"djin1253",2.43105445854208
"dobu1241",3.46347400899845
"dolg1241",2.01618090462322
"doma1258",2.95968444525537
"domp1238",0.966780313321408
"dong1285",2.28543304316508
"doya1240",-0.0379136610922717
"dual1243",0.0363783527862824
"dupa1235",3.42038846262908
"duru1236",0.621196663790242
"duru1249",0.388434678523497
"dutc1256",2.76706421159045
"dyaa1242",2.2528931504145
"dyir1250",3.03978099623318
"dyul1238",2.13364903152179
"dzal1238",2.95639691319589
"dzon1239",3.74544662517691
"dzuu1241",3.69306736483152
"east2295",3.26050989372596
"east2304",2.6041974088332
"east2328",1.52563919186787
"east2337",2.16974479191674
"east2347",3.90023482921862
"east2379",3.04129120949584
"east2398",1.31146765605988
"east2426",2.43054855964589
"east2440",3.65609034100811
"east2516",3.71714118434412
"east2542",1.24421278006364
"east2555",1.19452638642852
"east2563",3.09284009333595
"east2652",1.10771752792229
"east2773",3.28465779655745
"ebir1243",-1.44121635370812
"efik1245",-0.853444454585714
"egaa1242",-0.141248490499388
"eggo1239",-0.633125267206675
"egyp1253",1.8459894038161
"ejag1239",-1.0294358575759
"ekar1243",4.52666266615281
