"glottocode","series_markedness_fullness"
"aari1239",2.99770619523639
"abar1238",2.97148487961953
"abau1245",4.42634678726933
"abid1235",3.31737123182056
"abkh1244",6.09240574657098
"abua1244",4.18967049431556
"abur1243",2.81709169921744
"acat1239",6.37912941217715
"acha1249",4.92080050416032
"acha1250",4.27268032017656
"ache1245",3.5623360385428
"ache1246",4.7902624311981
"achi1257",3.70852130687128
"achu1247",4.61975610690498
"achu1248",4.74258852416134
"acol1236",4.57098445635219
"adam1253",4.03090815961961
"adan1247",3.25477790067019
"adan1251",3.44359154566698
"adio1239",3.21922944248927
"adny1235",4.23178133054534
"adyg1241",6.226862399137
"adze1240",2.93102091857352
"afad1236",4.97869206275885
"afar1241",5.14861941035729
"afit1238",5.41430284763735
"aghe1239",3.56007514064473
"agua1253",4.76924618477406
"ahan1243",2.78170476070487
"ahan1244",3.19816214537433
"aheu1239",4.48367360066938
"ahte1237",5.16795841408545
"ainu1240",5.47672071320963
"ajab1235",2.84601431137871
"ajas1235",4.32242793358733
"ajyi1238",4.79324099209535
"akan1250",3.11803347605918
"akas1242",3.75009109703894
"akaw1239",4.36513138679532
"akha1245",4.55528062547102
"akla1241",2.88816589598814
"akoo1248",3.08717830698622
"akpe1248",4.52340032974233
"akun1241",4.90241950025617
"alab1237",5.80222562232777
"alab1254",4.7395399192897
"alam1246",4.19958027275511
"alaw1244",4.72401693091406
"aleu1260",5.73173578159153
"alla1248",2.85258133898336
"alut1245",4.54960327353553
"alya1239",3.6722955212574
"amah1246",4.7038840075598
"aman1265",3.16092305368235
"amar1271",4.98201783890238
"amar1274",5.01410984026425
"amas1236",5.62551896506408
"ambe1247",3.11330845687041
"ambu1247",4.25061274490566
"amdo1237",4.45564151075706
"amel1241",3.56964349477281
"amha1245",4.67619382374525
"amii1238",3.86190217146519
"amoo1242",3.6846113935547
"amun1246",5.29469316368889
"ande1247",3.76236636916337
"andi1255",6.31150456514719
"anei1239",4.10989517516404
"anfi1235",3.63902821549709
"anga1288",4.07100661197794
"anga1290",2.92531303782232
"anii1245",3.76317246727917
"anin1240",6.37157915788911
"anta1253",4.22386237033619
"anua1242",4.59793413314583
"anuf1239",3.04206203139922
"anyi1244",2.96063987455084
"anyi1245",2.8082773260068
"aona1235",3.45337474738215
"apal1257",4.44284789764805
"apat1240",4.29394670401775
"apin1244",3.7018815043648
"apro1235",4.29627849096398
"apur1254",3.69933182369169
"arab1268",5.22694292156417
"arag1245",3.85706578616719
"aran1237",3.89013944634087
"arao1248",4.40678623407289
"araw1273",4.91542688755285
"araw1276",5.04095679562428
"arbe1236",3.14535026346246
"arbo1245",4.35225183475935
"arch1244",6.75011975419321
"argo1244",4.63363864229438
"arhu1242",5.06961728755168
"arik1265",4.07988415905134
"arin1244",3.65344223630889
"asha1243",4.43187536180733
"ashe1272",4.88432647025074
"assa1263",3.06705253383529
"astu1245",3.51198121437124
"atay1247",3.10347438622088
"atti1239",2.49806448920565
"auuu1241",2.90192099118831
"avac1239",5.03934484529243
"avar1256",6.12409907184165
"avat1244",3.31379429357157
"avik1243",2.73884367205139
"avok1242",3.45893947870829
"awac1239",4.60559802437657
"awad1243",3.39984549228104
"awar1248",3.22245313815176
"awet1244",5.11290766112729
"awin1248",3.52193319875492
"awiy1238",3.76257783988481
"awng1244",4.4660148908861
"awtu1239",3.55680256089772
"axiy1235",4.70525105313452
"ayac1239",4.24433664142408
"ayer1245",3.13916507649781
"ayor1240",4.14666012381941
"baan1242",4.37548126684942
"baat1238",3.6287319215588
"baba1264",3.66848939440333
"baba1266",3.53738589457381
"bada1257",5.00352817294018
"bade1248",4.29179235098756
"bady1239",3.8585692278247
"bafa1247",2.77920706328156
"bafa1249",3.52541771365818
"bafi1243",3.33055849888117
"bafu1246",3.86550758402705
"baga1272",3.42781980568079
"baga1273",3.38786244150554
"bagi1246",3.85217234473295
"baim1244",4.06097523414399
"baka1272",2.69153258110715
"baka1273",2.87196774293059
"baka1274",3.14527878874573
"baka1277",3.6470266299474
"bakh1245",3.75962751422884
"bako1249",2.9358128726035
"bako1250",2.90666665286006
"bala1302",3.8802380599131
"bali1278",4.13014815602265
"balt1258",3.8482029826623
"bamb1262",3.75012380888439
"bamb1265",3.86537877073366
"bamb1269",2.4852192074918
"bame1260",3.64011977907318
"bamu1253",3.55890977589283
"bamu1256",3.94783329056384
"bana1305",4.98649136726519
"band1345",3.14774994004013
"band1352",2.09048827505989
"bang1356",3.38855883406458
"bani1255",4.27952533509042
"bank1256",3.10325525176655
"baou1238",2.80810327917861
"bara1380",4.32859653424303
"bard1255",4.78214177381176
"bare1276",4.76774147187472
"bare1279",4.33458710212738
"bari1286",2.96375319498397
"bari1297",4.80957576757317
