"glottocode","series_markedness_fullness"
"aari1239",9.45609690930388
"abar1238",-0.639883433677188
"abau1245",-3.4793242076969
"abid1235",7.84926431242178
"abkh1244",9.71913934151666
"abua1244",2.20334644050036
"abur1243",3.72435874137013
"acat1239",2.87840191272003
"acha1249",3.00068806738433
"acha1250",2.42132483796579
"ache1245",-1.3814502613362
"ache1246",1.6952247364927
"achi1257",10.5678440198859
"achu1247",4.65493191934433
"achu1248",1.69755923161716
"acol1236",4.70748341069072
"adam1253",1.61318519508473
"adan1247",4.68570380503875
"adan1251",2.00435547631384
"adio1239",8.14019660240076
"adny1235",-0.0668858987437194
"adyg1241",8.47760306015733
"adze1240",9.08987907900325
"afad1236",9.31641615951631
"afar1241",11.4782174295754
"afit1238",-3.90780371908229
"aghe1239",-3.48557617791445
"agua1253",1.66650112689648
"ahan1243",3.24102527486036
"ahan1244",2.30603795690278
"aheu1239",8.61857036015018
"ahte1237",5.46812999305225
"ainu1240",-0.283574306041284
"ajab1235",0.522818504073553
"ajas1235",0.676720899607285
"ajyi1238",2.24596966759507
"akan1250",3.30437725101205
"akas1242",1.45754949394553
"akaw1239",0.301650318407896
"akha1245",1.98061378112306
"akla1241",14.9087209913313
"akoo1248",-1.88238425803595
"akpe1248",-0.477655317368358
"akun1241",0.44765199209265
"alab1237",3.54767324836485
"alab1254",11.9799722395763
"alam1246",-2.59263913010476
"alaw1244",15.6465909999965
"aleu1260",2.38509234065533
"alla1248",2.88743368122824
"alut1245",5.62351999802115
"alya1239",-2.1698868632456
"amah1246",-1.21514673894224
"aman1265",1.86199625344877
"amar1271",1.21529196108735
"amar1274",4.3811387562947
"amas1236",-2.38010429154943
"ambe1247",-3.98025528512478
"ambu1247",1.03537344242399
"amdo1237",0.256268943305667
"amel1241",6.7422082508326
"amha1245",13.2042043973774
"amii1238",-3.52579117597453
"amoo1242",1.03871989614817
"amun1246",1.11230372566848
"ande1247",-1.94843573098853
"andi1255",15.7772412169945
"anei1239",11.9930905945702
"anfi1235",8.06712636530627
"anga1288",3.55797213377453
"anga1290",11.5842476563201
"anii1245",4.21761493823249
"anin1240",3.23376336867796
"anta1253",-3.235230476204
"anua1242",1.10234800608985
"anuf1239",3.73906051508166
"anyi1244",4.6206041308167
"anyi1245",4.68174606259889
"aona1235",4.0749147823646
"apal1257",3.39851403686377
"apat1240",-0.680141818792819
"apin1244",4.44022602047416
"apro1235",4.38444063434806
"apur1254",1.16022582048771
"arab1268",2.74435823685438
"arag1245",-0.467004756244894
"aran1237",7.81759048584328
"arao1248",-0.0265847300839065
"araw1273",2.86521249315075
"araw1276",3.96982338151091
"arbe1236",4.37015184380228
"arbo1245",12.3413713605462
"arch1244",15.8519885503787
"argo1244",10.5158945167735
"arhu1242",5.34526025448745
"arik1265",1.67679821241553
"arin1244",1.46330758940216
"asha1243",1.70471744082854
"ashe1272",1.17419689180587
"assa1263",0.186000081048906
"astu1245",-1.32609954089291
"atay1247",8.03527618366503
"atti1239",1.26555574840099
"auuu1241",-1.21007912934594
"avac1239",-0.242097799589031
"avar1256",14.4924268955585
"avat1244",2.06914909645486
"avik1243",3.26450806753893
"avok1242",0.514872539848626
"awac1239",2.59032006315401
"awad1243",0.602206658002074
"awar1248",9.84391303001622
"awet1244",0.634392528269809
"awin1248",-3.06820014204817
"awiy1238",9.90673346386542
"awng1244",8.33443935262228
"awtu1239",-2.70494506723508
"axiy1235",4.55162598354753
"ayac1239",-2.51154045436649
"ayer1245",1.16939171310193
"ayor1240",2.29956285327277
"baan1242",2.29938379028268
"baat1238",1.19489700712221
"baba1264",-1.47607351128776
"baba1266",-2.62728043820846
"bada1257",3.05263236002781
"bade1248",6.75090958022715
"bady1239",1.83139871259585
"bafa1247",-2.07594989888238
"bafa1249",-1.27353139781624
"bafi1243",-3.67143226136228
"bafu1246",-2.15299038215635
"baga1272",3.4071911312692
"baga1273",3.15100659769177
"bagi1246",-2.6160669989771
"baim1244",-0.217246843305652
"baka1272",1.76839479220651
"baka1273",-3.1248657814289
"baka1274",-2.37324832995957
"baka1277",3.81264674780654
"bakh1245",2.15942431547842
"bako1249",1.17911314733048
"bako1250",-2.24714372974469
"bala1302",4.91959275673296
"bali1278",11.6732734359271
"balt1258",0.248375138119939
"bamb1262",8.60378327739625
"bamb1265",-3.10640379392614
"bamb1269",3.70960895732384
"bame1260",-2.11725304636701
"bamu1253",-2.53239675012079
"bamu1256",-3.01359871033425
"bana1305",7.3965795596723
"band1345",1.98960925642322
"band1352",0.949340416008619
"bang1356",-2.75761185947245
"bani1255",4.81696266526724
"bank1256",2.41742346378877
"baou1238",4.89821720074825
"bara1380",4.95129922669206
"bard1255",3.40310669495215
"bare1276",2.66996076220898
"bare1279",8.17783054906648
"bari1286",11.8607663477039
"bari1297",3.77872977920388
"baru1269",8.91522196184203
"basa1284",0.465340468103919
"bash1264",8.24790315028227
"bass1260",-1.37038628116218
"bata1285",-3.57628929317186
"bata1289",11.5378053384129
"bata1293",11.7443073679633
"bats1242",11.5571640977639
"baur1253",2.02772872993269
"bayu1240",-2.57467776684285
"beem1239",2.41178669973076
"befa1241",-5.24104803308633
"begb1241",3.53044044424675
"beja1238",6.75257682288501
"bekw1241",-0.597437472202614
"bela1255",2.99957840003297
"bela1256",0.667227193243177
"bela1260",9.92805589522739
"belh1239",3.37472461775078
"bell1243",1.01017197828481
"bemb1257",-0.755717255294028
"bena1262",1.14942439682988
"benc1235",9.87445381231317
"beng1280",-1.17652089998349
"beng1286",3.13968936334636
"bero1242",4.56047904421791
"besi1244",8.82085323076001
"bett1235",3.06728864631863
"bhel1238",1.04046192304663
"bhil1251",3.86787669302953
"bhoj1244",1.20680271363848
"biak1248",11.5590940538981
"bial1238",1.38698168894766
"bidy1243",2.17548046382583
"bidy1244",1.06745151846282
"bila1255",0.991919208398952
"bili1260",10.6906612567189
