"glottocode","series_markedness_fullness"
"aari1239",6.83700793037681
"abar1238",2.86883628819171
"abau1245",5.45824589347755
"abid1235",6.43492119479432
"abkh1244",2.71289383426373
"abua1244",5.36748739813195
"abur1243",6.58258154335465
"acat1239",3.5648054811875
"acha1249",3.84153483994067
"acha1250",4.27280503524603
"ache1245",9.60633255946678
"ache1246",4.17430662708282
"achi1257",5.03037557753253
"achu1247",4.53225652467094
"achu1248",6.23536412692059
"acol1236",3.54510664955445
"adam1253",3.97264157670866
"adan1247",2.72137615272697
"adan1251",-1.3606858695416
"adio1239",7.29513036096189
"adny1235",10.6514269160392
"adyg1241",6.351820679316
"adze1240",4.28286557623285
"afad1236",5.27751187270144
"afar1241",4.50308855929282
"afit1238",6.3344027058093
"aghe1239",7.06090760995215
"agua1253",7.86409795282373
"ahan1243",8.71869998170787
"ahan1244",4.97871849594241
"aheu1239",4.49049179097028
"ahte1237",6.03048595047882
"ainu1240",6.06281350056089
"ajab1235",3.03562594062422
"ajas1235",10.3966599450817
"ajyi1238",4.29346920915051
"akan1250",8.81401908203454
"akas1242",2.29149012242638
"akaw1239",1.97271062393633
"akha1245",4.84407421444998
"akla1241",3.10598164029386
"akoo1248",4.65524658791869
"akpe1248",7.35320818700528
"akun1241",6.75926217343666
"alab1237",-0.301202080663249
"alab1254",3.1561463921309
"alam1246",4.18235250053216
"alaw1244",2.46020150744043
"aleu1260",4.01999268380028
"alla1248",4.24166577232276
"alut1245",3.08981625403095
"alya1239",7.3118011745919
"amah1246",3.91474078906549
"aman1265",3.10221291118883
"amar1271",9.09602451029209
"amar1274",4.03893020774434
"amas1236",6.97558599871432
"ambe1247",1.81428879746227
"ambu1247",5.81843567618773
"amdo1237",2.86637154208216
"amel1241",4.36263250272955
"amha1245",8.38018915196042
"amii1238",2.97791976130671
"amoo1242",3.72179327522567
"amun1246",2.10482084126238
"ande1247",8.13327803528207
"andi1255",9.11421008244787
"anei1239",1.15473774399088
"anfi1235",1.84229512587797
"anga1288",1.82618667473286
"anga1290",1.73901675217815
"anii1245",4.82295343815082
"anin1240",3.2098591051578
"anta1253",6.22068340033949
"anua1242",3.9503710308134
"anuf1239",5.98533194135085
"anyi1244",6.54288086012638
"anyi1245",6.09481771580027
"aona1235",0.772116577360425
"apal1257",2.46486477836005
"apat1240",5.37679851443021
"apin1244",1.59821272866602
"apro1235",7.28509403846958
"apur1254",5.47195542052734
"arab1268",1.89162796330841
"arag1245",6.27243773118321
"aran1237",5.67974328966924
"arao1248",4.40788742898675
"araw1273",4.96103575553808
"araw1276",4.61430010204855
"arbe1236",5.58013799502976
"arbo1245",6.79845484259296
"arch1244",10.7605754531939
"argo1244",9.10656475291912
"arhu1242",3.2667251913828
"arik1265",-1.00383130681375
"arin1244",5.85267875015124
"asha1243",2.57162881042503
"ashe1272",3.1516640756469
"assa1263",4.21354937955983
"astu1245",7.02401617380348
"atay1247",7.18893634863942
"atti1239",6.61116396709445
"auuu1241",4.69107674822826
"avac1239",-0.568248444686402
"avar1256",5.97656844711661
"avat1244",4.75556768392537
"avik1243",4.55661401791473
"avok1242",6.50147817339187
"awac1239",4.83597562203122
"awad1243",7.17342908039019
"awar1248",5.1489315809051
"awet1244",1.88324998639605
"awin1248",2.30047800788755
"awiy1238",4.7361823143543
"awng1244",5.48241848502535
"awtu1239",3.50936263403532
"axiy1235",4.36632759480257
"ayac1239",2.64618933696949
"ayer1245",4.44062846480912
"ayor1240",3.19091937266377
"baan1242",3.95889978471002
"baat1238",5.56641459588715
"baba1264",4.73668817499597
"baba1266",5.76203597147066
"bada1257",-0.335818588413586
"bade1248",6.97108592777734
"bady1239",8.3347154803192
"bafa1247",5.89674020148108
"bafa1249",4.19511614957109
"bafi1243",6.97309113078059
"bafu1246",1.44403607111454
"baga1272",4.93331546145077
"baga1273",5.14174448470331
"bagi1246",3.26810864335219
"baim1244",3.05134889315076
"baka1272",4.07154523689527
"baka1273",5.25292674375769
"baka1274",0.479210855635942
"baka1277",3.22473600649907
"bakh1245",3.74243013167006
"bako1249",6.95404723782209
"bako1250",8.18040148743826
"bala1302",7.95386364849373
"bali1278",4.4165142205346
"balt1258",3.26805429537256
"bamb1262",8.20857736563122
"bamb1265",3.67194170794253
"bamb1269",5.1571898549815
"bame1260",4.02568356785619
"bamu1253",4.06319032236059
"bamu1256",5.89080358272724
"bana1305",2.76465395828394
"band1345",4.8342735969893
"band1352",8.21016899552793
"bang1356",4.93105087300241
"bani1255",4.08850536767048
"bank1256",8.61678593256615
"baou1238",6.44400210840313
"bara1380",0.31139277273207
"bard1255",3.03704678966771
"bare1276",4.23635298486488
"bare1279",3.76820342984683
"bari1286",3.52917466194331
"bari1297",2.94781729517169
"baru1269",8.65914407672044
"basa1284",5.81639839504535
"bash1264",2.75073505926981
"bass1260",4.20932483569081
"bata1285",4.92433446316915
"bata1289",2.97172013392114
"bata1293",1.67706196365418
"bats1242",8.47874302848906
"baur1253",1.80458114331556
"bayu1240",7.95144085572396
"beem1239",7.36530307245654
"befa1241",2.63439701431881
"begb1241",3.1626249496856
"beja1238",5.79860059421447
"bekw1241",6.50528079555106
"bela1255",3.07336542492344
"bela1256",5.054730747374
"bela1260",2.92371231820515
"belh1239",1.64102303638854
"bell1243",4.49400083644356
"bemb1257",6.47223951644039
"bena1262",4.99143516862532
"benc1235",3.35902974724948
"beng1280",4.72426061913636
"beng1286",7.63049815022097
"bero1242",2.58810171525902
"besi1244",5.66795981167831
"bett1235",-0.643962028907949
"bhel1238",3.82411768616185
"bhil1251",8.57858817242618
"bhoj1244",7.06406557718996
"biak1248",3.57283118785391
"bial1238",0.812639735680886
"bidy1243",3.7183800255882
"bidy1244",7.44548360130661
"bila1255",4.0854009834917
"bili1260",4.43067966598208
"bimo1239",2.75182618023206
"bina1277",6.99126676659663
"bini1246",5.1607412403395
"binu1245",3.39061446623664
"biss1248",8.25332151594245
"blan1242",4.03245010988989
"bodo1267",6.59338504321145
"bodo1269",0.653917864259087
"boik1241",1.94765259456875
"boko1266",8.86554862952447
"bomi1238",3.90696986877438
"bona1250",8.13111070590161
"bond1245",7.41535443112872
"bong1285",2.0377848891529
"bora1263",0.878369979487695
"bora1271",4.29792620360323
"bord1248",2.72900060577101
"boro1277",3.11146882669362
"boro1282",2.58962890640762
"boun1243",1.82656009455642
"bouy1240",4.50228075036103
"brah1256",0.112443450915763
"bret1244",8.93781544227991
"brib1243",3.04954657070554
"brok1247",6.85156667321247
"buam1238",2.57517346996219
"budu1250",6.09286519386146
"bugi1244",2.45125009666712
"bujh1238",1.92392274924252
"buku1249",7.01336484886555
"bulg1262",2.76910828682819
"buli1254",2.10825797553827
"bulu1251",7.09811242673791
"bumb1241",1.05896030461663
"bumm1238",3.77645420932024
"buna1275",2.5589702696725
"bund1253",6.17353570432354
"buol1237",5.48507851744794
"bura1267",5.50787009706794
"burj1242",4.71970939748561
"buru1301",3.37967537129434
"busa1253",8.48122488749918
"buwa1243",2.29182661355219
"cabi1241",3.28458188052828
"cacu1241",-1.54781047843082
"cadd1256",3.83016530425364
"caja1238",3.50158499713
