"glottocode","series_markedness_fullness"
"aari1239",1.16667452601846
"abar1238",2.16361451333528
"abau1245",3.79413963787994
"abid1235",4.01059063349772
"abkh1244",2.8116549041782
"abua1244",3.97520716363037
"abur1243",5.78470835702455
"acat1239",6.96214290556843
"acha1249",4.92820918937683
"acha1250",5.9284855790896
"ache1245",4.05109748247717
"ache1246",3.23638614189555
"achi1257",3.69656853825117
"achu1247",6.63542580400662
"achu1248",3.25878883286673
"acol1236",5.50754106367029
"adam1253",2.38965179871832
"adan1247",3.74942807370999
"adan1251",5.3686382288013
"adio1239",1.71173815280288
"adny1235",2.56218433602201
"adyg1241",5.41934783017372
"adze1240",1.6490133184046
"afad1236",-0.891794725356328
"afar1241",5.3028361848109
"afit1238",6.75983567603439
"aghe1239",2.96103324612218
"agua1253",3.02331716172266
"ahan1243",3.08075990816157
"ahan1244",4.77445403228194
"aheu1239",8.07444293723848
"ahte1237",2.32098092632624
"ainu1240",4.11392837571496
"ajab1235",4.30739119392732
"ajas1235",3.81203651848249
"ajyi1238",7.12801842516833
"akan1250",6.54799824617823
"akas1242",4.23328773426524
"akaw1239",2.80553901066736
"akha1245",7.91194348279983
"akla1241",3.99205090771195
"akoo1248",1.80490491930122
"akpe1248",4.13717899115584
"akun1241",4.23385111884357
"alab1237",5.05106566135603
"alab1254",3.68500016693621
"alam1246",4.80009046330968
"alaw1244",3.41315469703425
"aleu1260",1.54219940296197
"alla1248",2.92972776318637
"alut1245",6.86161030087591
"alya1239",2.99693694959603
"amah1246",4.30687609531837
"aman1265",3.24940546468877
"amar1271",-0.709094960478743
"amar1274",-1.32040612323371
"amas1236",5.06215613855781
"ambe1247",1.53148626559026
"ambu1247",4.06042259616739
"amdo1237",4.53954040407693
"amel1241",3.14195940416978
"amha1245",1.83780256172978
"amii1238",4.95219628829667
"amoo1242",3.15273850413511
"amun1246",3.38625298615766
"ande1247",2.24079909685966
"andi1255",4.30833657250228
"anei1239",2.97480863437972
"anfi1235",9.43793999349907
"anga1288",6.3114146522197
"anga1290",2.95007956019237
"anii1245",6.8898190727903
"anin1240",-0.208680521602134
"anta1253",1.4641084861733
"anua1242",6.47851210161984
"anuf1239",4.92148853877675
"anyi1244",4.65705006508749
"anyi1245",4.30390346355323
"aona1235",6.46789844255987
"apal1257",5.47599827738318
"apat1240",7.781456441335
"apin1244",-0.516080834462743
"apro1235",1.59463270870687
"apur1254",7.92270550262362
"arab1268",0.660138912285823
"arag1245",4.87878676329303
